DRR,Cluster,PC1,PC2,PC3,PC4,PC5
DRR296821,2,64.36811424239235,-58.0728723077974,2.8225743269214743,14.426933479531833,12.332873921335809
DRR296993,1,-17.565697732421867,-4.974202473748709,12.485125055213038,-16.55066125648015,4.811573763042342
DRR297051,4,-2.5489486121263916,4.014054308063348,-4.596062698338938,-10.06912621864494,19.066052973230708
DRR296495,4,-15.555736158182256,-2.874959724413019,-3.9147888155651396,-7.250989948531954,37.73472215143338
DRR297664,0,18.633294506230822,45.042153384436396,-41.523769077286204,11.175459314964876,35.500108532016625
DRR297669,2,49.13245645109617,-43.381322389192526,-1.5049609973958409,42.76255041282301,-11.295964198299547
DRR297832,4,-30.159582168777888,-6.846098728539034,-26.241966581120845,10.445652089450759,8.59868637038266
DRR297651,2,58.17726652520753,-26.045720822041385,0.9312915902921717,38.854983486332856,-31.05637828993611
DRR297122,4,3.06481729121616,-24.891076368930328,-51.401327240263555,-11.433207951324496,-3.7981742202111226
DRR296744,1,-17.550144856654665,-28.613371028479158,-21.64150982457108,-23.462604554738494,7.3109155304822435
DRR296943,3,-74.85952968417415,-19.546806682535866,35.61701164951703,16.32942528855098,26.312910798658937
DRR297813,4,-12.07178785599057,-7.154560076141605,-33.863233410332974,1.855545525039382,3.0941971464272493
DRR297180,3,-54.53049788413894,18.37396719082891,24.483445403950718,18.96767308572097,9.89513976901222
DRR297356,1,-23.501268183487234,-48.71684045743687,-0.42830703461578806,-38.23289538994194,21.458864099196706
DRR296742,0,33.61455862915711,88.97354411564464,-12.316670511576847,64.40281805555156,31.14270016647137
DRR296524,0,37.28161915412337,22.472369867587297,-38.2309982036433,5.759023137240642,66.0359864516217
DRR296820,3,-53.14250080701099,23.729080508600283,63.64266150440052,-1.3249547347569615,3.97548004286248
DRR297052,3,-62.187856425939415,3.329552278226237,28.042600264047156,8.808963079681218,15.914508172272381
DRR296490,0,81.47471281726625,51.9214383352485,45.24171512115259,-40.52672067761198,-7.795714876318048
DRR296798,5,-13.262235159339227,46.98952467206381,-2.173399835505993,12.228629345059055,-40.34912483044766
DRR296560,1,-10.334799238726406,-26.661823207422067,-12.71328954903216,-36.32528470269603,14.72018423513638
DRR297406,5,0.312568458863775,1.7740749269176963,-30.828361687463758,-2.907053241724548,-36.07079989065198
DRR296564,3,-54.26172995265887,29.288606140993707,0.227031443039269,29.1619600931067,3.6745203675572773
DRR297205,4,-24.712673660404594,-24.996817815634262,-32.340234813812074,6.002097249197363,-11.924014415446425
DRR297415,1,-47.81377121325136,-2.169533273700469,18.55151391292478,-5.598410613214983,-23.781755417888142
DRR296546,3,-50.35480667067088,22.757566674255745,38.41469687425419,4.624029035453488,10.728150645148572
DRR296662,3,-61.379521809271466,-5.639552802842564,18.23956494413338,6.854127994031236,7.884859611835164
DRR297930,1,-44.12443150017591,13.89887582288313,28.244279717409388,-1.7085204265017855,-28.392891143550482
DRR296802,4,-12.055368708990212,-34.86508288754734,-34.27822787830352,-18.29893439255767,5.733463239790754
DRR297961,3,-65.57000342418776,6.7713681852166845,16.071418214260955,37.101396611513046,21.622190696424155
DRR296576,3,-71.9593929397644,7.484456997210207,42.38846091332151,8.062516084034035,4.381541678897301
DRR296956,5,-43.48437162693328,33.63557272520391,1.6207480375778702,25.269147442828206,-54.12750857863975
DRR297109,5,-16.691305878120374,8.019661932826535,-6.023746199817613,7.131570202525554,-20.681822411431142
DRR297908,1,-17.376538075600664,-13.95695071437785,-0.5102243261820283,-12.91794409707004,-9.102495527017656
DRR297871,4,1.0883029722870436,-11.711881417586417,-23.429696158162194,5.731438518286507,5.386105406576241
DRR297299,1,-3.79185229129831,-2.7752201654267363,8.30086853945021,-9.63607269595783,-9.640015132505413
DRR297616,4,12.151234824027924,18.659231728423013,-62.43120650826417,4.132806010912452,9.302528868731473
DRR297130,0,78.42241888460863,23.503531031141957,61.251755325241746,-11.321612130786304,-0.16152009885545168
DRR297931,4,-19.67030668063216,8.720165356851215,-0.708529673953059,2.9435666544900245,-6.966451321497188
DRR296658,0,77.00261592775342,53.28391873615567,-38.88048194773407,2.561371403318428,-2.130171990353083
DRR297713,4,1.6720048918977892,26.528779240981155,-20.46407574601024,3.2066169242843245,-1.536525148379718
DRR297497,1,5.367067445254346,-9.271180250200665,24.033441168201254,-57.62222783471511,-12.708888477864276
DRR297535,4,-27.830653095914435,26.5339756274908,-27.466123376158603,34.30014273792517,17.18457539791182
DRR296775,5,-23.318368870253074,22.222610675809015,-38.89209247022439,30.512733363956677,-30.47398703741567
DRR297394,4,-11.33196555772908,7.914247487629759,-25.364490232474612,-3.8568322669863306,-8.049909926019065
DRR297665,5,-21.459234197807525,12.967467992310793,-27.57014499913802,24.60858902600365,-8.54758938455301
DRR297125,1,1.2690438907313468,15.699370745309642,24.74033198586435,-33.06031388370049,-25.867167316143423
DRR296634,3,-44.40458792475118,27.60056641694467,23.895325815889258,12.603963825214093,7.819609328676511
DRR297775,4,-27.11613170432011,-1.987324418990427,-15.287081895426558,1.089765089565557,28.682066101003375
DRR297465,5,-33.87899124211388,10.808513398364374,-22.504846873334923,21.686063927884103,-28.976932488126668
DRR297809,4,-28.329887002547625,-1.6183953573474656,-18.3789068126425,10.984481943341345,28.61362799538204
DRR297182,4,-6.520262685698261,11.925701815677344,-27.71894939693733,-1.0887994465669733,8.08354103742479
DRR296623,4,-22.478105042272258,-8.230370680412324,-37.658879392046465,-11.477427265482863,2.4961448087597264
DRR297427,2,65.71974206644012,-5.098246180147413,-8.159456918869232,49.29762317502755,2.5221419094894717
DRR297944,2,51.41790005714305,-49.689983895176276,15.207099515050409,42.76448144129094,10.422379069761918
DRR296787,1,5.091151474751673,-9.152484876023637,-19.241399784864342,-13.857330140610333,-10.29586318218465
DRR297129,0,73.13729746548893,79.02397956337398,70.72804184178553,-34.73130910130198,34.349732639705515
DRR296789,1,48.92496310133945,9.425861934389609,10.643750407393064,-60.23154441483123,-11.51762845391578
DRR296893,2,90.74680633947733,-12.139498464185557,-13.36141739459528,19.486044205135947,-1.0042963715054516
DRR296879,0,102.63540515593905,47.11241444047443,4.184825536637062,22.489069256865985,-6.125133155619353
DRR297531,4,4.31497300326749,-19.487251226486247,-38.08517047143869,-18.313404655738186,-3.2131866064234598
DRR297092,5,-18.966314363849044,12.255900809825697,-15.820274306526244,6.615466048884152,-21.200125565389435
DRR297582,1,26.046587877019164,-9.948399230246856,-11.932625328876028,-44.50927852781196,-28.03695184646886
DRR296734,1,-7.397408310660318,-7.442508538543531,-15.063003560409191,-18.362144310708857,-9.316824199400791
DRR296908,3,-43.5504663648655,17.383015771639727,28.349316887596995,10.438951663116542,-3.241741923989649
DRR297560,4,-17.276831027841446,13.484453282795574,-21.510668219396553,27.17151299884458,15.299729745618977
DRR296519,3,-68.31984816334095,15.733852646448915,38.69408286232098,29.337628478960756,8.64888645647445
DRR297749,1,12.147221914850103,27.21004278270807,5.2186985492730145,-33.51493563226661,-33.60653557927554
DRR297430,4,-6.09021174484494,-21.923073771720183,-27.084200531873144,-1.4139743692739812,7.696038483112792
DRR297450,2,32.60284292752842,-32.81963369842708,-5.560005751303907,37.1229264715061,-44.623329081116545
DRR297722,5,-26.62181350847676,31.858375427873025,21.314425752732067,17.15827400951434,-41.30047608400082
DRR297449,4,-37.86871329297698,8.61966414687063,2.6303946406072742,-1.6721668153373446,-11.383882251054192
DRR297461,4,23.27493988441143,-2.2216330191583187,-13.64449688834733,-17.771396811645893,30.56527362425877
DRR297685,5,-44.181491185573094,8.120404099018613,-27.989933376093482,27.113935610798368,-26.821405471437863
DRR297005,5,-18.57896779359762,23.339116444091438,-4.75808248492117,9.857457077254498,-35.62608377726929
DRR297425,3,-33.73168528712528,43.16035487613367,43.40330227267314,10.170835816983118,-4.750767906548876
DRR296714,5,-6.315020234395789,0.09252481498315107,-23.99635018557622,-11.38439477626001,-24.21941332413298
DRR296535,4,-30.71592394660622,9.722118699522147,-3.153875954724106,-1.4318195493364962,8.07088467100712
DRR297350,0,11.042715334536163,90.58659019498451,-50.89788671392785,57.252502418864495,4.4549099189549946
DRR297226,1,-14.116401283978245,-23.928529492581998,0.42873697064627403,-30.385372305560537,6.864849517137831
DRR297608,4,-19.116093593653776,-5.305566540676682,-31.666007844878965,-6.394617117334687,-4.576912679624303
DRR296822,4,-3.955327304769651,-29.376928482136623,-28.065836934538765,-13.532489535003759,-3.8408462520822013
DRR296489,4,-16.111929969132962,7.184863683429021,-47.38180175885893,4.3600357551345414,-6.657581125033472
DRR165465,1,-0.3051937457611415,21.35095860531824,-9.096513367527933,-24.379263858343386,-13.630576430209969
DRR165467,3,-26.49949789021349,46.521269074217784,48.053632189956396,5.593504373600057,23.592943661506386
DRR165468,0,73.12998698339133,64.4178667364894,22.63008599937528,-36.72635375345078,4.987584811306879
DRR165470,0,60.93046791593626,70.28909583046608,23.718596669819544,-7.082021251664279,17.58260343497075
DRR165471,3,-17.336813726161804,37.18325693179326,61.634202963392724,-6.462647166752443,5.77201326921891
DRR165472,0,30.10775329987016,73.43524980549947,49.58422172624903,-8.404433254695945,27.795207789540477
DRR165473,0,83.03111480242494,40.51774468677473,-14.213113771083105,-29.225125356131066,5.623026584689057
DRR297177,0,70.71178557848025,39.00757730369266,25.020409028635832,-41.500054806827286,-15.588977803426953
DRR297218,1,0.948909286175334,-0.17969448847004138,0.18642423121796864,-15.959396227801648,-0.9299828319327795
DRR296473,3,-56.2275242509198,-6.56937699934636,0.5400352346879226,21.821845747920865,2.582982776304111
DRR297573,2,23.85644217243008,-17.319250780156434,61.15921848974458,19.836527758873142,-37.715674187354956
DRR296736,4,-21.95343761191722,-20.81537717827954,-37.70813943685986,-3.036518796354371,3.770835599258853
DRR297274,4,-33.84667138135763,13.5049808634984,-6.595620606389067,23.77437446320093,36.2154338508724
DRR296675,4,13.664449087287696,-6.272948123766345,-28.722142185879363,-17.823717892607927,29.32880053595554
DRR296917,2,43.94983143210692,-19.876459993178464,15.612188019090938,12.118621215745765,-52.66230635251937
DRR296776,5,-26.064365594565775,3.4661043036449644,-3.57444451196932,-2.7627997834018894,-53.739241939557495
DRR296520,5,-24.84434630137639,13.59090844046266,-11.14799014344901,1.6370025514344069,-50.84240439801513
DRR297546,1,-9.318284241787918,-47.06287566331746,-26.822495824264845,-22.91638164832829,37.32591476741001
DRR297741,1,6.981154438444151,-2.941840164127274,-21.27613934930836,-27.931118950896654,-4.850344840181607
DRR297964,1,-14.941468585896422,-16.46914880646688,-0.1934297695359896,-24.483049762113037,2.0423961686342853
DRR297419,0,67.83041763221613,30.29641048388256,-46.265803997343916,-11.532494308711879,2.9387986776956794
DRR296458,1,2.248156498310802,-21.96134255069287,-15.449735855206196,-45.609823168442105,-0.269674189256019
DRR297943,4,8.611300769631658,-19.158993181139405,-30.601373682719295,-17.549608968340802,18.82905291387355
DRR297580,2,58.478070944725424,-55.79431857834184,15.749947818036405,9.202049513516263,-9.09496843076154
DRR296859,2,58.28123812950521,-36.89666436253334,23.108411388912355,3.3245884235358942,-15.406016273111133
DRR297150,0,80.76027855946485,16.689509567741982,6.006946211819313,-20.459261821496412,-8.286851047914597
DRR297018,4,-5.928849758695444,-1.5367847523020297,-33.820695926507696,-0.5042999959507163,17.1049413513326
DRR297789,0,53.07217927335141,69.11621133459793,-29.30542758104833,8.446515216221892,-12.445887016651303
DRR297688,1,-14.730913260931947,-40.06635452999796,0.37383572081364974,-45.14013628578787,11.261557240305857
DRR297225,1,-5.361274999739232,-21.340751979877748,-15.096064713957494,-34.382612861099005,-2.4365505628524797
DRR297668,1,-17.04120011887447,-39.73545482698465,-12.97008544173574,-30.27623161694707,5.576397034457614
DRR297178,4,-13.763059442632937,18.543797871713814,-22.781371529975488,0.002811692724823931,15.77137782409782
DRR296877,4,-11.945089338303655,-8.919959577630703,-34.78240504686595,-2.5854027581950922,19.21708585352129
DRR297520,1,15.957200632878076,-6.377886256510443,20.075396842402185,-42.84595271522026,17.64185518776306
DRR297792,1,-26.88819949079205,-15.107106052844086,15.758342166503775,-9.795217084782124,10.353799963469287
DRR168614,2,22.75176649050864,-33.449264067739215,36.512589126738746,40.74612359455012,38.03412461228098
DRR168615,2,43.4571508342996,-88.36581165713177,23.723779795019812,42.48279395415428,1.0895881130122496
DRR168616,2,36.77213134593513,-69.92369882282038,25.61001002254266,53.77337473716608,-15.89331637595678
DRR168619,2,51.9620517171979,-79.73126989792725,32.92106064357989,29.539394560024967,7.572935427053231
DRR168620,2,46.97747438395577,-69.06488003642427,26.435231152013444,44.88798455161943,1.5106818137347098
DRR168621,2,33.05167608465541,-67.69637531108481,56.25410163616702,46.37690569613363,12.734263711871924
DRR168629,1,-24.676371558449727,-25.438515475277452,42.43359589982928,-59.09095827072514,-4.84516785362307
DRR168625,1,-52.39490051647063,-26.551325628751563,10.985479860228551,-20.65845055176052,-8.657341825282963
DRR168630,1,-33.2540942456471,-39.635022886473074,13.300011020103787,-49.3360523686902,-10.12383554674569
DRR168632,1,-39.7029897526371,-6.040735086943227,31.004797159101397,-0.63081395999466,-11.279179456988782
DRR168643,4,-41.76113878457835,-2.4689619642256235,-16.933627053471312,5.973762129186894,9.213104080499763
DRR168645,4,-19.744134873997947,3.9693237987951835,-15.99804119682416,-7.702550185505792,15.607208771298067
DRR168635,1,-52.20432069202597,-39.61043482245845,50.68923804595438,-32.07451930531042,14.505359990085985
DRR168623,2,34.67103153252402,-45.65204363014651,26.19110140726471,15.921900381281011,12.015061025752997
DRR168628,3,-25.089031020487585,59.674590223311,45.87549081975953,40.76210522598288,15.865320487186214
DRR168624,2,38.70821561712824,-69.11071008916878,20.686126791657195,5.891266841387838,18.699411910462356
DRR168617,2,64.88558612510609,-50.05499811096773,-9.869305555120304,33.707803035080566,2.9387597377201358
